text_column,tokenized_text
I don’t think Hamas pays attention to demands  ,"['think', 'hamas', 'pays', 'attention', 'demands']"
The sooner you’re voted out the better  why hasn’t the whip been withdrawn ,"['sooner', 'voted', 'better', 'whip', 'withdrawn']"
Another one supporting Hamas by the back door  Shame on you ,"['another', 'one', 'supporting', 'hamas', 'back', 'door', 'shame']"
As a British Member of Parliament I will not remain silent or silenceI will not watch whether the war was encouraging with 300000 people in Whitehall who marched from Marble Arched I condemned the war crimes of Israel against Gaza We demand a ceasefire,"['british', 'member', 'parliament', 'remain', 'silent', 'silencei', 'watch', 'whether', 'war', 'encouraging', '300000', 'people', 'whitehall', 'marched', 'marble', 'arched', 'condemned', 'war', 'crimes', 'israel', 'gaza', 'demand', 'ceasefire']"
"You are wrong as always
Hence kicked out of 
UKLabour
 a 
jeremycorbyn
 plant
philiphaney","['wrong', 'always', 'hence', 'kicked', 'uklabour', 'jeremycorbyn', 'plant', 'philiphaney']"
You should be in prison,['prison']
Demand the removal of Hamas from Gaza ,"['demand', 'removal', 'hamas', 'gaza']"
"We demand 
KeirStarmer
 remove the Whip from you for supporting a proscribed terrorist organisation","['demand', 'keirstarmer', 'remove', 'whip', 'supporting', 'proscribed', 'terrorist', 'organisation']"
A violent criminal joins a march for peace,"['violent', 'criminal', 'joins', 'march', 'peace']"
The fact you are still a member of parliament says a lot about our Country any other person in a job would have been sacked or at least resigned,"['fact', 'still', 'member', 'parliament', 'says', 'lot', 'country', 'person', 'job', 'would', 'sacked', 'least', 'resigned']"
Have you condemned Hamas’s war crimes in Israel Madam,"['condemned', 'hamas', 'war', 'crimes', 'israel', 'madam']"
Why would I be interested in what a convicted criminal has to say on this or any other subject,"['would', 'interested', 'convicted', 'criminal', 'say', 'subject']"
Solidarity Claudia for standing against the hypocrites,"['solidarity', 'claudia', 'standing', 'hypocrites']"
"When labour show you what they are … believe them We had 
KeirStarmer
 suggesting he stood with Israel for the atrocities which were imposed on them Well… this is what 
UKLabour
 really believe obvs","['labour', 'show', 'believe', 'keirstarmer', 'suggesting', 'stood', 'israel', 'atrocities', 'imposed', 'uklabour', 'really', 'believe', 'obvs']"
Release of hostages  was this an afterthought Claudia For peace process to even begin release of the hostages should be the top agenda,"['release', 'hostages', 'afterthought', 'claudia', 'peace', 'process', 'even', 'begin', 'release', 'hostages', 'top', 'agenda']"
Sickening hypocrites,"['sickening', 'hypocrites']"
No mention of the victims of Hamas terrorists though,"['mention', 'victims', 'hamas', 'terrorists', 'though']"
"You marched with people waving ISIS flags

We saw","['marched', 'people', 'waving', 'isis', 'flags', 'saw']"
Looks exactly like your cheered on war to be honest,"['looks', 'exactly', 'like', 'cheered', 'war', 'honest']"
Please expand on what a ‘free Palestine’ actually looks like…,"['please', 'expand', 'free', 'palestine', 'actually', 'looks']"
Who’s going to take notice of a criminal,"['going', 'take', 'notice', 'criminal']"
How about the Hamas war crimes did you condemn them,"['hamas', 'war', 'crimes', 'condemn']"
God Bless Israel ,"['god', 'bless', 'israel']"
"Irish people never disappoint 

CC 
ZelenskyyUa
 change your mind","['irish', 'people', 'never', 'disappoint', 'cc', 'zelenskyyua', 'change', 'mind']"
You are an anti semite,"['anti', 'semite']"
Whats new its always good with terrorists,"['whats', 'new', 'always', 'good', 'terrorists']"
Thank you Clare Daly you have shown once again that yo are a just person that stands for justice we know how hard it is to come up with such statements but we will never forget your stance people like you will make a difference in this chaotic world Peace,"['thank', 'clare', 'daly', 'shown', 'yo', 'person', 'stands', 'justice', 'know', 'hard', 'come', 'statements', 'never', 'forget', 'stance', 'people', 'like', 'make', 'difference', 'chaotic', 'world', 'peace']"
Thx for both of you  adore this photo ,"['thx', 'adore', 'photo']"
In our thousands In our millions we are all Palestinians ,"['thousands', 'millions', 'palestinians']"
I salute your courage  ,"['salute', 'courage']"
Yes yes,"['yes', 'yes']"
Some extra background on this please share,"['extra', 'background', 'please', 'share']"
Nazi cunt,"['nazi', 'cunt']"
Clare love you so much I admire you deeply for daring to speak up when no one did Thank you,"['clare', 'love', 'much', 'admire', 'deeply', 'daring', 'speak', 'one', 'thank']"
"Thanks we still have human like Irish … 
Proud of you …","['thanks', 'still', 'human', 'like', 'irish', 'proud']"
No Europes antiIsrael left wing stands with Hamas Decent Europeans support Israel’s right to defend itself,"['europes', 'antiisrael', 'left', 'wing', 'stands', 'hamas', 'decent', 'europeans', 'support', 'israel', 'right', 'defend']"
Not really… but keep telling yourself that,"['keep', 'telling']"
Muslim Europe and its white fangirls stand with Palestine Its not mutual you and the Muslims,"['muslim', 'europe', 'white', 'fangirls', 'stand', 'palestine', 'mutual', 'muslims']"
Bless you,['bless']
Stating the obvious,"['stating', 'obvious']"
"We all stand for palestine 

Free palestine ","['stand', 'palestine', 'free', 'palestine']"
Wallah much respect for these good people,"['wallah', 'much', 'respect', 'good', 'people']"
"Its Itaewon South Korea  
 Gaza Gaza Dont You Cry 
  We will never let you die 
InshaAllah
  Free Palestine  ","['itaewon', 'south', 'korea', 'gaza', 'gaza', 'dont', 'cry', 'never', 'let', 'die', 'inshaallah', 'free', 'palestine']"
But you speak for us Clare Me a Dutch woman you’re the only MP I feel represented by for the past 3 years Thank you,"['speak', 'us', 'clare', 'dutch', 'woman', 'mp', 'feel', 'represented', 'past', '3', 'years', 'thank']"
☆⇒My dear Clare love you so much I admire you deeply for daring to speak up when no one did Thank you,"['dear', 'clare', 'love', 'much', 'admire', 'deeply', 'daring', 'speak', 'one', 'thank']"
Youre a voice of bravery ,"['youre', 'voice', 'bravery']"
I swear by God Israel is a criminal unjust vile and wicked entity May Gods curse be upon all the traitors What is the fault of our children Are these children criminals I wish death to everyone who supports Israel,"['swear', 'god', 'israel', 'criminal', 'unjust', 'vile', 'wicked', 'entity', 'may', 'gods', 'curse', 'upon', 'traitors', 'fault', 'children', 'children', 'criminals', 'wish', 'death', 'everyone', 'supports', 'israel']"
Respect,['respect']
I stand with the bulls,"['stand', 'bulls']"
Weimar Germany,"['weimar', 'germany']"
No not Europe Only wokeleft and Islamists,"['europe', 'wokeleft', 'islamists']"
"Clare come to Massachusetts and run for Congresswoman You would kill it here in Boston Love and kisses woman  

You could raise millions in political donations in a nanosecond 

If I ever want to get into a brawl I’m bringing you and then I’m going to stand back…","['clare', 'come', 'massachusetts', 'run', 'congresswoman', 'would', 'kill', 'boston', 'love', 'kisses', 'woman', 'could', 'raise', 'millions', 'political', 'donations', 'nanosecond', 'ever', 'want', 'get', 'brawl', 'bringing', 'going', 'stand']"
"War crimes which are evidenced through publications all over the world and the 
IntlCrimCourt
 does nathing","['war', 'crimes', 'evidenced', 'publications', 'world', 'intlcrimcourt', 'nathing']"
"Here are the HamasISIS monsters you are supporting shooting Palestinian demonstrators in Gaza in July 
Shame on you
HamasisISIS
October7Massacre","['hamasisis', 'monsters', 'supporting', 'shooting', 'palestinian', 'demonstrators', 'gaza', 'july', 'shame', 'hamasisisis', 'october7massacre']"
"They say to you Israel is good

 Will a good nation bomb families and target children","['say', 'israel', 'good', 'good', 'nation', 'bomb', 'families', 'target', 'children']"
"you are my HERO
Powerful willed women

God bless besafe","['hero', 'powerful', 'willed', 'women', 'god', 'bless', 'besafe']"
Are you ever going to call for the release of the 200 Israeli babies teenage girls and families kidnapped to Gaza Or theyre just Jews so you dont care Which one is it,"['ever', 'going', 'call', 'release', '200', 'israeli', 'babies', 'teenage', 'girls', 'families', 'kidnapped', 'gaza', 'theyre', 'jews', 'dont', 'care', 'one']"
Thank you for giving us hope,"['thank', 'giving', 'us', 'hope']"
Well done Clare one realheroic Politician from IrelandGod Bless Clare  Gaza,"['well', 'done', 'clare', 'one', 'realheroic', 'politician', 'irelandgod', 'bless', 'clare', 'gaza']"
You stand with humanity not one side its my opinion,"['stand', 'humanity', 'one', 'side', 'opinion']"
Yeah You show them Europe,"['yeah', 'show', 'europe']"
"The outbreak of fire in the goal of Bani Zion in the settlement of Benna this is Islam

Drush
The CairoAl peace Summit","['outbreak', 'fire', 'goal', 'bani', 'zion', 'settlement', 'benna', 'islam', 'drush', 'cairoal', 'peace', 'summit']"
Solidarity ,['solidarity']
And Cork Clare,"['cork', 'clare']"
Political leadership has failed Clare   It’s hopeless we need a different option…,"['political', 'leadership', 'failed', 'clare', 'hopeless', 'need', 'different']"
Oil and gas rich Muslim countries has more foreign workers than the total population of Gaza Yet they choose not to help and take in refugees over the last many years It suits Oil and gas rich Muslim countries to keep a Muslim population trapped in conflict with Israel,"['oil', 'gas', 'rich', 'muslim', 'countries', 'foreign', 'workers', 'total', 'population', 'gaza', 'yet', 'choose', 'help', 'take', 'refugees', 'last', 'many', 'years', 'suits', 'oil', 'gas', 'rich', 'muslim', 'countries', 'keep', 'muslim', 'population', 'trapped', 'conflict', 'israel']"
No I have never seen leaders like we have now in Europe So out of touch with people in their own countries And Im old,"['never', 'seen', 'leaders', 'like', 'europe', 'touch', 'people', 'countries', 'im', 'old']"
Thank you Clare Humanity appreciates you ,"['thank', 'clare', 'humanity', 'appreciates']"
You are a person together  Thank you,"['person', 'together', 'thank']"
yes ooo,"['yes', 'ooo']"
Thanks Free palestine,"['thanks', 'free', 'palestine']"
Thank you  the real iron lady,"['thank', 'real', 'iron', 'lady']"
From Turin to Dublin Europe is behind Palestine condemns Israeli war crimes  genocide eu leaders do not speak for us ,"['turin', 'dublin', 'europe', 'behind', 'palestine', 'condemns', 'israeli', 'war', 'crimes', 'genocide', 'eu', 'leaders', 'speak', 'us']"
"Palestinians hold a procession for the 18 people including 8 children murdered by Israel in the bombing of the Saint Porphyrius Church in Gaza 

Video by HindGaza","['palestinians', 'hold', 'procession', '18', 'people', 'including', '8', 'children', 'murdered', 'israel', 'bombing', 'saint', 'porphyrius', 'church', 'gaza', 'video', 'hindgaza']"
dont stop Clare,"['dont', 'stop', 'clare']"
Then the people should hold them accountable most of them belong behind bars,"['people', 'hold', 'accountable', 'belong', 'behind', 'bars']"
Great personalities,"['great', 'personalities']"
The Irish as the whole Global South know how it is to live under an oppressive colonial State,"['irish', 'whole', 'global', 'south', 'know', 'live', 'oppressive', 'colonial', 'state']"
Out,[]
thanks Clare and Mike,"['thanks', 'clare', 'mike']"
A shocking speech on the protest silently by the media for free Palestine against the occupation and genocide in front of the whole worldWolnapalesty palestineinpol,"['shocking', 'speech', 'protest', 'silently', 'media', 'free', 'palestine', 'occupation', 'genocide', 'front', 'whole', 'worldwolnapalesty', 'palestineinpol']"
Thank you for standing for humanity,"['thank', 'standing', 'humanity']"
Thanks for standing on the right side,"['thanks', 'standing', 'right', 'side']"
Hello from Barcelona,"['hello', 'barcelona']"
"Sadly Clare your right and we should all bare in mind 
When there is no happiness in the world we know money Won  out ","['sadly', 'clare', 'right', 'bare', 'mind', 'happiness', 'world', 'know', 'money']"
"Thank you for standing with justice truth and humanity thank you for standing with Palestine  
ClareDalyMEP
 ","['thank', 'standing', 'justice', 'truth', 'humanity', 'thank', 'standing', 'palestine', 'claredalymep']"
thank you,['thank']
You doing your job well Appreciated,"['job', 'well', 'appreciated']"
thank  you,['thank']
Thank you to all free peoples,"['thank', 'free', 'peoples']"
Well done Clare and Mikehuge rally this week in Athens But we need another one and we need it now,"['well', 'done', 'clare', 'mikehuge', 'rally', 'week', 'athens', 'need', 'another', 'one', 'need']"
Thank you Madam Member of Parliament thank you for your bias towards the truth and your bias towards humanity,"['thank', 'madam', 'member', 'parliament', 'thank', 'bias', 'towards', 'truth', 'bias', 'towards', 'humanity']"
May God Reward tremendously,"['may', 'god', 'reward', 'tremendously']"
"Europes number two games are detrimental to world peace
Not to come to the Europe","['europes', 'number', 'two', 'games', 'detrimental', 'world', 'peace', 'come', 'europe']"
